RiskIssueKey,RiskIssueID,ProjectKey,RecordType,RiskTitle,RiskCategory,Probability,Impact,RiskScore,RiskSeverity,Owner,IdentifiedDateKey,DueDateKey,ClosedDateKey,IdentifiedDate,DueDate,ClosedDate,RiskStatus,MitigationStatus,IsCritical,IsOverdue
3136,RI-630-04,630,Issue,Acceptance criteria remain partially ambiguous,Quality,2,3,6,Medium,Data Lead,20260617,20260811,,2026-06-17,2026-08-11,,Open,Not Started,0,0
3137,RI-631-01,631,Risk,Legacy data quality could require redesign — Intelligent Asset Transformation,Technical,2,5,10,Medium,Security Lead,20260623,20260811,,2026-06-23,2026-08-11,,Open,Not Started,0,0
3138,RI-631-02,631,Issue,Committed spend limits recovery options,Cost,3,4,12,High,Supplier Manager,20260713,20260811,,2026-07-13,2026-08-11,,Mitigated,Completed,0,0
3139,RI-631-03,631,Risk,Vendor component readiness is uncertain — Intelligent Asset Transformation,Dependency,2,1,2,Low,Release Manager,20260704,20260811,,2026-07-04,2026-08-11,,Open,Not Started,0,0
3140,RI-632-01,632,Risk,Technical debt may complicate integration,Technical,3,3,9,Medium,Data Lead,20260315,20260609,,2026-03-15,2026-06-09,,Mitigated,Completed,0,0
3141,RI-632-02,632,Risk,Traceability coverage requires remediation,Quality,4,4,16,High,Project Manager,20260330,20260709,,2026-03-30,2026-07-09,,Monitoring,In Progress,0,1
3142,RI-632-03,632,Risk,Contractor transition may reduce throughput — Intelligent Asset Enablement,Resource,2,2,4,Low,Product Owner,20260124,20260329,,2026-01-24,2026-03-29,,Mitigated,Completed,0,0
3143,RI-632-04,632,Risk,Material quotation may exceed the estimate,Cost,3,4,12,High,Quality Lead,20260712,20260811,,2026-07-12,2026-08-11,,Monitoring,Completed,0,0
3144,RI-633-01,633,Risk,Environment parity is not yet demonstrated — Intelligent Asset Acceleration,Technical,3,4,12,High,Technical Lead,20260723,20260811,,2026-07-23,2026-08-11,,Monitoring,Completed,0,0
3145,RI-633-02,633,Risk,Critical skill coverage is below demand — Intelligent Asset Acceleration,Resource,2,2,4,Low,Systems Lead,20260726,20260811,,2026-07-26,2026-08-11,,Open,Not Started,0,0
3146,RI-633-03,633,Risk,Cloud run cost is trending above the baseline,Cost,2,4,8,Medium,Security Lead,20260511,20260730,20260627,2026-05-11,2026-07-30,2026-06-27,Closed,Completed,0,0
3147,RI-633-04,633,Issue,Vendor component readiness is uncertain — Intelligent Asset Acceleration,Dependency,3,1,3,Low,Supplier Manager,20260811,20260811,,2026-08-11,2026-08-11,,Open,In Progress,0,0
3148,RI-634-01,634,Issue,Contractor transition may reduce throughput,Resource,2,3,6,Medium,Quality Lead,20260726,20260811,,2026-07-26,2026-08-11,,Monitoring,In Progress,0,0
3149,RI-634-02,634,Risk,Review capacity is concentrated in one role,Resource,3,3,9,Medium,Finance Partner,20260719,20260811,,2026-07-19,2026-08-11,,Open,Not Started,0,0
3150,RI-634-03,634,Risk,Interface behavior remains unproven — Intelligent Asset Orchestration,Technical,4,2,8,Medium,Data Lead,20260704,20260811,,2026-07-04,2026-08-11,,Monitoring,In Progress,0,0
3151,RI-634-04,634,Issue,Regression scope may exceed the test window — Intelligent Asset Orchestration,Quality,2,3,6,Medium,Project Manager,20260729,20260811,,2026-07-29,2026-08-11,,Monitoring,In Progress,0,0
3152,RI-634-05,634,Risk,Shared engineer availability may delay delivery — Intelligent Asset Orchestration,Resource,3,2,6,Medium,Product Owner,20260708,20260811,,2026-07-08,2026-08-11,,Monitoring,In Progress,0,0
3153,RI-634-06,634,Issue,Shared engineer availability may delay delivery,Resource,3,1,3,Low,Quality Lead,20260802,20260811,,2026-08-02,2026-08-11,,Open,Not Started,0,0
3154,RI-635-01,635,Risk,Regression scope may exceed the test window — Intelligent Asset Intelligence,Quality,2,2,4,Low,Supplier Manager,20260705,20260811,,2026-07-05,2026-08-11,,Open,In Progress,0,0
3155,RI-635-02,635,Risk,Competing portfolio priority constrains staffing,Resource,4,4,16,High,Release Manager,20260626,20260811,,2026-06-26,2026-08-11,,Open,Not Started,0,0
3156,RI-635-03,635,Risk,Rework could consume management reserve,Cost,1,3,3,Low,Technical Lead,20260721,20260811,,2026-07-21,2026-08-11,,Mitigated,Completed,0,0
3157,RI-636-01,636,Issue,Acceptance criteria remain partially ambiguous — Intelligent Operations Modernization,Quality,3,5,15,High,Project Manager,20260726,20260811,,2026-07-26,2026-08-11,,Open,Not Started,0,0
3158,RI-636-02,636,Risk,Material quotation may exceed the estimate,Cost,3,3,9,Medium,Product Owner,20260429,20260811,,2026-04-29,2026-08-11,,Monitoring,In Progress,0,0
3159,RI-636-03,636,Risk,Review capacity is concentrated in one role — Intelligent Operations Modernization,Resource,4,3,12,High,Quality Lead,20260608,20260808,,2026-06-08,2026-08-08,,Mitigated,Completed,0,0
3160,RI-636-04,636,Risk,Test environment availability may move the baseline,Schedule,2,4,8,Medium,Finance Partner,20260724,20260811,,2026-07-24,2026-08-11,,Monitoring,Completed,0,0
3161,RI-636-05,636,Risk,External interface decision is blocking delivery — Intelligent Operations Modernization,Dependency,3,4,12,High,Data Lead,20260515,20260811,,2026-05-15,2026-08-11,,Monitoring,In Progress,0,0
3162,RI-636-06,636,Issue,Backfill timing creates a capacity gap — Intelligent Operations Modernization,Resource,3,5,15,High,Project Manager,20260809,20260811,,2026-08-09,2026-08-11,,Open,Not Started,0,0
3163,RI-636-07,636,Risk,Rework could consume management reserve,Cost,5,2,10,Medium,Product Owner,20260616,20260802,,2026-06-16,2026-08-02,,Mitigated,Completed,0,0
3164,RI-637-01,637,Risk,Rework could consume management reserve — Intelligent Operations Analytics,Cost,3,5,15,High,Systems Lead,20251218,20260215,20260219,2025-12-18,2026-02-15,2026-02-19,Closed,Completed,0,0
3165,RI-637-02,637,Risk,Acceptance criteria remain partially ambiguous — Intelligent Operations Analytics,Quality,2,3,6,Medium,Security Lead,20260214,20260411,,2026-02-14,2026-04-11,,Open,Not Started,0,1
3166,RI-637-03,637,Risk,Pilot readiness depends on unresolved actions,Schedule,2,4,8,Medium,Supplier Manager,20260608,20260811,,2026-06-08,2026-08-11,,Open,In Progress,0,0
3167,RI-638-01,638,Risk,Shared engineer availability may delay delivery,Resource,3,3,9,Medium,Finance Partner,20260804,20260811,,2026-08-04,2026-08-11,,Monitoring,In Progress,0,0
3168,RI-638-02,638,Issue,Contractor transition may reduce throughput — Intelligent Operations Platform,Resource,1,5,5,Low,Data Lead,20260731,20260811,,2026-07-31,2026-08-11,,Monitoring,In Progress,0,0
3169,RI-638-03,638,Issue,Environment parity is not yet demonstrated — Intelligent Operations Platform,Technical,4,4,16,High,Project Manager,20260116,20260520,,2026-01-16,2026-05-20,,Mitigated,Completed,0,0
3170,RI-638-04,638,Issue,Test environment availability may move the baseline,Schedule,2,4,8,Medium,Product Owner,20251225,20260207,20260110,2025-12-25,2026-02-07,2026-01-10,Closed,Completed,0,0
3171,RI-639-01,639,Issue,Vendor component readiness is uncertain,Dependency,3,4,12,High,Release Manager,20260727,20260811,,2026-07-27,2026-08-11,,Monitoring,Completed,0,0
3172,RI-639-02,639,Issue,Pilot readiness depends on unresolved actions — Intelligent Operations Optimization,Schedule,2,2,4,Low,Technical Lead,20260807,20260811,,2026-08-07,2026-08-11,,Monitoring,Completed,0,0
3173,RI-639-03,639,Risk,Vendor component readiness is uncertain,Dependency,5,1,5,Low,Systems Lead,20251231,20260321,,2025-12-31,2026-03-21,,Mitigated,Completed,0,0
3174,RI-639-04,639,Risk,Environment parity is not yet demonstrated — Intelligent Operations Optimization,Technical,2,3,6,Medium,Security Lead,20260313,20260703,20260613,2026-03-13,2026-07-03,2026-06-13,Closed,Completed,0,0
3175,RI-639-05,639,Risk,Platform release timing may create a mismatch — Intelligent Operations Optimization,Dependency,2,2,4,Low,Supplier Manager,20260605,20260808,20260726,2026-06-05,2026-08-08,2026-07-26,Closed,Completed,0,0
3176,RI-640-01,640,Risk,Pilot readiness depends on unresolved actions — Intelligent Operations Integration,Schedule,4,2,8,Medium,Product Owner,20260721,20260811,,2026-07-21,2026-08-11,,Monitoring,In Progress,0,0
3177,RI-640-02,640,Risk,Upstream data contract remains unresolved,Dependency,2,3,6,Medium,Quality Lead,20260806,20260811,,2026-08-06,2026-08-11,,Monitoring,In Progress,0,0
3178,RI-640-03,640,Risk,Defect closure rate may miss the exit criterion — Intelligent Operations Integration,Quality,2,3,6,Medium,Finance Partner,20251126,20260307,,2025-11-26,2026-03-07,,Mitigated,Completed,0,0
3179,RI-640-04,640,Risk,Rework could consume management reserve — Intelligent Operations Integration,Cost,2,2,4,Low,Data Lead,20260610,20260811,,2026-06-10,2026-08-11,,Open,Not Started,0,0
3180,RI-640-05,640,Risk,Legacy data quality could require redesign,Technical,4,5,20,Critical,Project Manager,20251118,20260123,,2025-11-18,2026-01-23,,Monitoring,In Progress,1,1
3181,RI-640-06,640,Risk,Critical skill coverage is below demand — Intelligent Operations Integration,Resource,4,2,8,Medium,Product Owner,20260312,20260507,,2026-03-12,2026-05-07,,Mitigated,Completed,0,0
3182,RI-641-01,641,Issue,Acceptance criteria remain partially ambiguous,Quality,5,4,20,Critical,Security Lead,20260304,20260503,,2026-03-04,2026-05-03,,Mitigated,Completed,0,0
3183,RI-641-02,641,Risk,Technical debt may complicate integration — Intelligent Operations Transformation,Technical,4,3,12,High,Supplier Manager,20260415,20260716,,2026-04-15,2026-07-16,,Monitoring,In Progress,0,1
3184,RI-641-03,641,Issue,Legacy data quality could require redesign,Technical,5,5,25,Critical,Release Manager,20260223,20260416,,2026-02-23,2026-04-16,,Mitigated,Completed,0,0
3185,RI-641-04,641,Risk,Contractor transition may reduce throughput,Resource,4,2,8,Medium,Technical Lead,20260313,20260427,,2026-03-13,2026-04-27,,Open,Not Started,0,1
3186,RI-641-05,641,Risk,Backfill timing creates a capacity gap,Resource,4,3,12,High,Systems Lead,20260709,20260811,,2026-07-09,2026-08-11,,Open,Not Started,0,0
3187,RI-642-01,642,Issue,Technical debt may complicate integration — Intelligent Operations Enablement,Technical,2,3,6,Medium,Data Lead,20260604,20260811,,2026-06-04,2026-08-11,,Mitigated,Completed,0,0
3188,RI-642-02,642,Issue,Shared engineer availability may delay delivery — Intelligent Operations Enablement,Resource,3,4,12,High,Project Manager,20260725,20260811,20260804,2026-07-25,2026-08-11,2026-08-04,Closed,Completed,0,0
3189,RI-642-03,642,Issue,Security approval is on the critical path,Dependency,3,3,9,Medium,Product Owner,20251122,20251230,,2025-11-22,2025-12-30,,Monitoring,In Progress,0,1
3190,RI-642-04,642,Issue,Environment parity is not yet demonstrated,Technical,2,3,6,Medium,Quality Lead,20260421,20260728,,2026-04-21,2026-07-28,,Open,In Progress,0,1
3191,RI-643-01,643,Risk,Contractor transition may reduce throughput,Resource,3,2,6,Medium,Technical Lead,20260517,20260811,,2026-05-17,2026-08-11,,Open,In Progress,0,0
3192,RI-643-02,643,Risk,Supplier lead time threatens the next gate,Schedule,5,3,15,High,Systems Lead,20260323,20260530,20260618,2026-03-23,2026-05-30,2026-06-18,Closed,Completed,0,0
3193,RI-643-03,643,Issue,Competing portfolio priority constrains staffing,Resource,4,2,8,Medium,Security Lead,20260316,20260521,,2026-03-16,2026-05-21,,Monitoring,Completed,0,1
3194,RI-643-04,643,Risk,Regression scope may exceed the test window,Quality,3,4,12,High,Supplier Manager,20260429,20260627,20260613,2026-04-29,2026-06-27,2026-06-13,Closed,Completed,0,0
3195,RI-643-05,643,Risk,Review capacity is concentrated in one role,Resource,4,2,8,Medium,Release Manager,20260127,20260323,,2026-01-27,2026-03-23,,Mitigated,Completed,0,0
3196,RI-644-01,644,Issue,Regression scope may exceed the test window — Intelligent Operations Orchestration,Quality,4,3,12,High,Quality Lead,20251229,20260309,20260217,2025-12-29,2026-03-09,2026-02-17,Closed,Completed,0,0
3197,RI-644-02,644,Issue,Verification evidence is incomplete,Quality,3,5,15,High,Finance Partner,20260725,20260811,20260807,2026-07-25,2026-08-11,2026-08-07,Closed,Completed,0,0
3198,RI-644-03,644,Issue,Competing portfolio priority constrains staffing,Resource,3,2,6,Medium,Data Lead,20251116,20260416,,2025-11-16,2026-04-16,,Monitoring,In Progress,0,1
3199,RI-644-04,644,Risk,Legacy data quality could require redesign,Technical,3,1,3,Low,Project Manager,20251211,20260307,,2025-12-11,2026-03-07,,Mitigated,Completed,0,0
3200,RI-645-01,645,Risk,Integration sequence may compress validation,Schedule,2,3,6,Medium,Supplier Manager,20260609,20260729,,2026-06-09,2026-07-29,,Open,Not Started,0,1
3201,RI-645-02,645,Issue,Defect closure rate may miss the exit criterion,Quality,3,4,12,High,Release Manager,20260725,20260811,,2026-07-25,2026-08-11,,Monitoring,In Progress,0,0
3202,RI-645-03,645,Risk,Integration sequence may compress validation,Schedule,3,3,9,Medium,Technical Lead,20260809,20260811,,2026-08-09,2026-08-11,,Mitigated,Completed,0,0
3203,RI-645-04,645,Risk,Scope clarification may require a budget change — Intelligent Operations Intelligence,Cost,5,3,15,High,Systems Lead,20260510,20260707,,2026-05-10,2026-07-07,,Mitigated,Completed,0,0
3204,RI-645-05,645,Risk,Pilot readiness depends on unresolved actions,Schedule,3,4,12,High,Security Lead,20260528,20260811,,2026-05-28,2026-08-11,,Open,In Progress,0,0
3205,RI-645-06,645,Issue,Integration sequence may compress validation,Schedule,2,4,8,Medium,Supplier Manager,20260521,20260711,,2026-05-21,2026-07-11,,Monitoring,In Progress,0,1
3206,RI-646-01,646,Risk,Release window has limited recovery float — Intelligent Reliability Modernization,Schedule,3,4,12,High,Project Manager,20260614,20260811,,2026-06-14,2026-08-11,,Monitoring,Completed,0,0
3207,RI-646-02,646,Issue,Field issue recurrence needs containment — Intelligent Reliability Modernization,Quality,1,3,3,Low,Product Owner,20260511,20260705,,2026-05-11,2026-07-05,,Mitigated,Completed,0,0
3208,RI-646-03,646,Risk,Specialist rate mix is above plan — Intelligent Reliability Modernization,Cost,4,3,12,High,Quality Lead,20260401,20260628,20260604,2026-04-01,2026-06-28,2026-06-04,Closed,Completed,0,0
3209,RI-646-04,646,Risk,Rework could consume management reserve — Intelligent Reliability Modernization,Cost,3,4,12,High,Finance Partner,20260321,20260614,20260409,2026-03-21,2026-06-14,2026-04-09,Closed,Completed,0,0
3210,RI-647-01,647,Risk,Legacy data quality could require redesign — Intelligent Reliability Analytics,Technical,5,2,10,Medium,Systems Lead,20260708,20260811,,2026-07-08,2026-08-11,,Open,Not Started,0,0
3211,RI-647-02,647,Risk,Upstream data contract remains unresolved,Dependency,2,2,4,Low,Security Lead,20260802,20260811,20260802,2026-08-02,2026-08-11,2026-08-02,Closed,Completed,0,0
3212,RI-647-03,647,Risk,Regression scope may exceed the test window,Quality,3,2,6,Medium,Supplier Manager,20260722,20260811,,2026-07-22,2026-08-11,,Open,Not Started,0,0
3213,RI-648-01,648,Risk,Release window has limited recovery float,Schedule,4,3,12,High,Finance Partner,20260302,20260608,,2026-03-02,2026-06-08,,Mitigated,Completed,0,0
3214,RI-648-02,648,Risk,Competing portfolio priority constrains staffing — Intelligent Reliability Platform,Resource,4,3,12,High,Data Lead,20260522,20260712,,2026-05-22,2026-07-12,,Monitoring,In Progress,0,1
3215,RI-648-03,648,Issue,Critical skill coverage is below demand,Resource,5,3,15,High,Project Manager,20260730,20260811,,2026-07-30,2026-08-11,,Open,In Progress,0,0
3216,RI-648-04,648,Risk,Committed spend limits recovery options,Cost,3,3,9,Medium,Product Owner,20260413,20260811,,2026-04-13,2026-08-11,,Mitigated,Completed,0,0
3217,RI-649-01,649,Risk,Late design decision may affect downstream work — Intelligent Reliability Optimization,Schedule,4,4,16,High,Release Manager,20260223,20260404,,2026-02-23,2026-04-04,,Monitoring,In Progress,0,1
3218,RI-649-02,649,Risk,Late design decision may affect downstream work — Intelligent Reliability Optimization,Schedule,3,3,9,Medium,Technical Lead,20260509,20260722,,2026-05-09,2026-07-22,,Mitigated,Completed,0,0
3219,RI-649-03,649,Risk,Backfill timing creates a capacity gap — Intelligent Reliability Optimization,Resource,3,3,9,Medium,Systems Lead,20260603,20260721,,2026-06-03,2026-07-21,,Monitoring,Completed,0,1
3220,RI-649-04,649,Risk,Review capacity is concentrated in one role,Resource,5,3,15,High,Security Lead,20260519,20260811,,2026-05-19,2026-08-11,,Monitoring,In Progress,0,0
3221,RI-649-05,649,Risk,Rework could consume management reserve,Cost,4,4,16,High,Supplier Manager,20260722,20260811,,2026-07-22,2026-08-11,,Monitoring,Completed,0,0
3222,RI-650-01,650,Risk,Release window has limited recovery float — Intelligent Reliability Integration,Schedule,2,2,4,Low,Product Owner,20260319,20260513,20260329,2026-03-19,2026-05-13,2026-03-29,Closed,Completed,0,0
3223,RI-650-02,650,Risk,Late design decision may affect downstream work,Schedule,5,2,10,Medium,Quality Lead,20260507,20260626,20260526,2026-05-07,2026-06-26,2026-05-26,Closed,Completed,0,0
3224,RI-650-03,650,Risk,Verification evidence is incomplete,Quality,5,4,20,Critical,Finance Partner,20260424,20260706,,2026-04-24,2026-07-06,,Monitoring,In Progress,1,1
3225,RI-650-04,650,Risk,Legacy data quality could require redesign — Intelligent Reliability Integration,Technical,3,3,9,Medium,Data Lead,20260421,20260623,,2026-04-21,2026-06-23,,Monitoring,In Progress,0,1
3226,RI-650-05,650,Risk,Critical skill coverage is below demand,Resource,4,1,4,Low,Project Manager,20260412,20260621,20260721,2026-04-12,2026-06-21,2026-07-21,Closed,Completed,0,0
3227,RI-650-06,650,Issue,Security approval is on the critical path — Intelligent Reliability Integration,Dependency,3,3,9,Medium,Product Owner,20260713,20260811,,2026-07-13,2026-08-11,,Open,Not Started,0,0
3228,RI-650-07,650,Risk,Contractor transition may reduce throughput,Resource,3,5,15,High,Quality Lead,20260419,20260602,20260627,2026-04-19,2026-06-02,2026-06-27,Closed,Completed,0,0
3229,RI-651-01,651,Risk,Acceptance criteria remain partially ambiguous,Quality,4,3,12,High,Security Lead,20260302,20260505,,2026-03-02,2026-05-05,,Mitigated,Completed,0,0
3230,RI-651-02,651,Risk,Release window has limited recovery float — Intelligent Reliability Transformation,Schedule,3,2,6,Medium,Supplier Manager,20260527,20260715,20260625,2026-05-27,2026-07-15,2026-06-25,Closed,Completed,0,0
3231,RI-651-03,651,Issue,Legacy data quality could require redesign — Intelligent Reliability Transformation,Technical,3,4,12,High,Release Manager,20260621,20260811,,2026-06-21,2026-08-11,,Monitoring,Completed,0,0
3232,RI-651-04,651,Risk,Verification evidence is incomplete,Quality,3,2,6,Medium,Technical Lead,20260216,20260428,,2026-02-16,2026-04-28,,Monitoring,In Progress,0,1
3233,RI-652-01,652,Risk,Interface behavior remains unproven — Intelligent Reliability Enablement,Technical,5,3,15,High,Data Lead,20260428,20260808,,2026-04-28,2026-08-08,,Mitigated,Completed,0,0
3234,RI-652-02,652,Risk,Field issue recurrence needs containment — Intelligent Reliability Enablement,Quality,3,4,12,High,Project Manager,20260224,20260408,20260320,2026-02-24,2026-04-08,2026-03-20,Closed,Not Required,0,0
3235,RI-652-03,652,Risk,Verification evidence is incomplete,Quality,3,4,12,High,Product Owner,20260413,20260725,20260630,2026-04-13,2026-07-25,2026-06-30,Closed,Completed,0,0
3236,RI-652-04,652,Risk,Performance margin may not meet the target,Technical,5,3,15,High,Quality Lead,20260720,20260811,,2026-07-20,2026-08-11,,Monitoring,In Progress,0,0
3237,RI-652-05,652,Risk,Backfill timing creates a capacity gap,Resource,2,2,4,Low,Finance Partner,20260311,20260627,,2026-03-11,2026-06-27,,Mitigated,Completed,0,0
3238,RI-653-01,653,Risk,Rework could consume management reserve,Cost,4,3,12,High,Technical Lead,20260624,20260811,,2026-06-24,2026-08-11,,Monitoring,In Progress,0,0
3239,RI-653-02,653,Risk,Legacy data quality could require redesign,Technical,2,3,6,Medium,Systems Lead,20260224,20260602,,2026-02-24,2026-06-02,,Mitigated,Completed,0,0
3240,RI-653-03,653,Risk,Cloud run cost is trending above the baseline,Cost,2,4,8,Medium,Security Lead,20260730,20260811,,2026-07-30,2026-08-11,,Monitoring,In Progress,0,0
3241,RI-653-04,653,Issue,Traceability coverage requires remediation — Intelligent Reliability Acceleration,Quality,3,5,15,High,Supplier Manager,20260303,20260424,,2026-03-03,2026-04-24,,Mitigated,Completed,0,0
3242,RI-653-05,653,Issue,Shared engineer availability may delay delivery — Intelligent Reliability Acceleration,Resource,4,2,8,Medium,Release Manager,20260410,20260718,20260715,2026-04-10,2026-07-18,2026-07-15,Closed,Not Required,0,0
3243,RI-653-06,653,Risk,Rework could consume management reserve,Cost,3,3,9,Medium,Technical Lead,20260411,20260607,,2026-04-11,2026-06-07,,Mitigated,Completed,0,0
3244,RI-654-01,654,Issue,Security approval is on the critical path,Dependency,4,3,12,High,Quality Lead,20260128,20260327,,2026-01-28,2026-03-27,,Open,Not Started,0,1
3245,RI-654-02,654,Issue,Rework could consume management reserve,Cost,4,5,20,Critical,Finance Partner,20260518,20260726,,2026-05-18,2026-07-26,,Mitigated,Completed,0,0
3246,RI-654-03,654,Issue,Vendor component readiness is uncertain — Intelligent Reliability Orchestration,Dependency,3,4,12,High,Data Lead,20260303,20260424,,2026-03-03,2026-04-24,,Mitigated,Completed,0,0
3247,RI-654-04,654,Risk,Defect closure rate may miss the exit criterion — Intelligent Reliability Orchestration,Quality,4,4,16,High,Project Manager,20260324,20260612,,2026-03-24,2026-06-12,,Monitoring,In Progress,0,1
3248,RI-654-05,654,Risk,Interface behavior remains unproven — Intelligent Reliability Orchestration,Technical,5,2,10,Medium,Product Owner,20260704,20260811,20260715,2026-07-04,2026-08-11,2026-07-15,Closed,Not Required,0,0
3249,RI-654-06,654,Risk,Late design decision may affect downstream work — Intelligent Reliability Orchestration,Schedule,3,3,9,Medium,Quality Lead,20260504,20260703,,2026-05-04,2026-07-03,,Mitigated,Completed,0,0
3250,RI-655-01,655,Risk,Critical skill coverage is below demand — Intelligent Reliability Intelligence,Resource,3,4,12,High,Supplier Manager,20260323,20260521,,2026-03-23,2026-05-21,,Mitigated,Completed,0,0
3251,RI-655-02,655,Risk,Shared engineer availability may delay delivery,Resource,2,4,8,Medium,Release Manager,20260608,20260811,20260610,2026-06-08,2026-08-11,2026-06-10,Closed,Completed,0,0
3252,RI-655-03,655,Issue,Acceptance criteria remain partially ambiguous,Quality,3,3,9,Medium,Technical Lead,20260402,20260802,20260721,2026-04-02,2026-08-02,2026-07-21,Closed,Completed,0,0
3253,RI-655-04,655,Risk,Platform release timing may create a mismatch,Dependency,3,3,9,Medium,Systems Lead,20260308,20260608,20260310,2026-03-08,2026-06-08,2026-03-10,Closed,Completed,0,0
3254,RI-655-05,655,Risk,Prototype result may require architecture rework — Intelligent Reliability Intelligence,Technical,5,5,25,Critical,Security Lead,20260318,20260618,,2026-03-18,2026-06-18,,Mitigated,Completed,0,0
3255,RI-655-06,655,Risk,Critical skill coverage is below demand,Resource,3,3,9,Medium,Supplier Manager,20260310,20260620,,2026-03-10,2026-06-20,,Mitigated,Completed,0,0
3256,RI-656-01,656,Risk,Field issue recurrence needs containment — Intelligent Controls Modernization,Quality,5,2,10,Medium,Project Manager,20260429,20260624,,2026-04-29,2026-06-24,,Mitigated,Completed,0,0
3257,RI-656-02,656,Risk,Upstream data contract remains unresolved — Intelligent Controls Modernization,Dependency,2,4,8,Medium,Product Owner,20260205,20260510,,2026-02-05,2026-05-10,,Monitoring,In Progress,0,1
3258,RI-656-03,656,Risk,External interface decision is blocking delivery,Dependency,1,2,2,Low,Quality Lead,20260624,20260811,,2026-06-24,2026-08-11,,Monitoring,Completed,0,0
3259,RI-656-04,656,Risk,Prototype result may require architecture rework — Intelligent Controls Modernization,Technical,3,3,9,Medium,Finance Partner,20260807,20260811,,2026-08-07,2026-08-11,,Monitoring,In Progress,0,0
3260,RI-656-05,656,Risk,Legacy data quality could require redesign,Technical,2,4,8,Medium,Data Lead,20260626,20260811,,2026-06-26,2026-08-11,,Monitoring,In Progress,0,0
3261,RI-656-06,656,Issue,External interface decision is blocking delivery — Intelligent Controls Modernization,Dependency,3,3,9,Medium,Project Manager,20260425,20260811,,2026-04-25,2026-08-11,,Monitoring,In Progress,0,0
3262,RI-657-01,657,Risk,Critical skill coverage is below demand — Intelligent Controls Analytics,Resource,3,4,12,High,Systems Lead,20260510,20260809,20260530,2026-05-10,2026-08-09,2026-05-30,Closed,Completed,0,0
3263,RI-657-02,657,Issue,Critical skill coverage is below demand — Intelligent Controls Analytics,Resource,4,2,8,Medium,Security Lead,20260508,20260811,,2026-05-08,2026-08-11,,Open,In Progress,0,0
3264,RI-657-03,657,Issue,Interface behavior remains unproven,Technical,2,4,8,Medium,Supplier Manager,20260528,20260722,20260608,2026-05-28,2026-07-22,2026-06-08,Closed,Completed,0,0
3265,RI-657-04,657,Risk,Competing portfolio priority constrains staffing,Resource,2,2,4,Low,Release Manager,20260413,20260714,20260414,2026-04-13,2026-07-14,2026-04-14,Closed,Completed,0,0
3266,RI-658-01,658,Risk,Customer test access is not yet confirmed — Intelligent Controls Platform,Dependency,3,3,9,Medium,Finance Partner,20260421,20260717,20260522,2026-04-21,2026-07-17,2026-05-22,Closed,Completed,0,0
3267,RI-658-02,658,Risk,Environment parity is not yet demonstrated,Technical,2,3,6,Medium,Data Lead,20260414,20260624,,2026-04-14,2026-06-24,,Open,In Progress,0,1
3268,RI-658-03,658,Risk,Field issue recurrence needs containment — Intelligent Controls Platform,Quality,3,3,9,Medium,Project Manager,20260514,20260712,,2026-05-14,2026-07-12,,Mitigated,Completed,0,0
3269,RI-658-04,658,Risk,Customer test access is not yet confirmed — Intelligent Controls Platform,Dependency,2,3,6,Medium,Product Owner,20260725,20260811,,2026-07-25,2026-08-11,,Open,In Progress,0,0
3270,RI-659-01,659,Risk,Committed spend limits recovery options — Intelligent Controls Optimization,Cost,3,5,15,High,Release Manager,20260216,20260422,,2026-02-16,2026-04-22,,Mitigated,Completed,0,0
3271,RI-659-02,659,Risk,Supplier lead time threatens the next gate,Schedule,5,2,10,Medium,Technical Lead,20260525,20260804,,2026-05-25,2026-08-04,,Open,In Progress,0,1
3272,RI-659-03,659,Risk,Verification evidence is incomplete — Intelligent Controls Optimization,Quality,3,4,12,High,Systems Lead,20260215,20260429,20260219,2026-02-15,2026-04-29,2026-02-19,Closed,Not Required,0,0
3273,RI-659-04,659,Risk,Vendor component readiness is uncertain — Intelligent Controls Optimization,Dependency,3,2,6,Medium,Security Lead,20260209,20260506,,2026-02-09,2026-05-06,,Monitoring,Completed,0,1
3274,RI-659-05,659,Risk,Technical debt may complicate integration — Intelligent Controls Optimization,Technical,5,3,15,High,Supplier Manager,20260421,20260622,20260710,2026-04-21,2026-06-22,2026-07-10,Closed,Completed,0,0
3275,RI-660-01,660,Risk,Release window has limited recovery float,Schedule,2,1,2,Low,Product Owner,20251120,20260107,,2025-11-20,2026-01-07,,Mitigated,Completed,0,0
3276,RI-660-02,660,Risk,Interface behavior remains unproven,Technical,4,3,12,High,Quality Lead,20260105,20260226,20260116,2026-01-05,2026-02-26,2026-01-16,Closed,Completed,0,0
3277,RI-660-03,660,Risk,Committed spend limits recovery options — Intelligent Controls Integration,Cost,4,5,20,Critical,Finance Partner,20260410,20260531,20260509,2026-04-10,2026-05-31,2026-05-09,Closed,Completed,0,0
3278,RI-660-04,660,Risk,Traceability coverage requires remediation,Quality,4,1,4,Low,Data Lead,20260330,20260707,,2026-03-30,2026-07-07,,Mitigated,Completed,0,0
3279,RI-661-01,661,Risk,Pilot readiness depends on unresolved actions,Schedule,4,2,8,Medium,Security Lead,20260311,20260419,20260415,2026-03-11,2026-04-19,2026-04-15,Closed,Completed,0,0
3280,RI-661-02,661,Risk,Regression scope may exceed the test window,Quality,3,2,6,Medium,Supplier Manager,20260404,20260723,,2026-04-04,2026-07-23,,Open,In Progress,0,1
